,away_goal_a_1,away_goal_half_a_1,away_red_a_1,away_team_a_1,away_yellow_a_1,date_a_1,flag_a_1,footGoal_away_a_1,footGoal_away_half_a_1,footGoal_bet_a_1,footGoal_home_a_1,footGoal_home_half_a_1,goals_bet_a_1,home_goal_a_1,home_goal_half_a_1,home_red_a_1,home_team_a_1,home_yellow_a_1,id_a_1,main_bet_a_1,match_a_1,l_home_goal,l_away_goal,l_home_yellow,l_home_red,l_away_yellow,l_away_red,l_flag,l_net_goal,l_net_yellow,l_date,l_diff_time
71,6,3,0,曼城,0,18/08/19,0,10,5,10.0,3,2,3.5,1,1,0,哈德斯菲尔德,2,72,-2.75,英超,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0,123.33333333333333
385,1,0,0,曼联,2,17/10/21,1,7,5,10.0,4,2,2.5,2,2,0,哈德斯菲尔德,4,386,1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
213,2,0,0,曼联,2,18/02/03,0,5,2,10.5,2,2,2.75,0,0,0,哈德斯菲尔德,4,214,-1.75,英超,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.33330000333300003,0.3333166674999583,0,35.0
462,0,0,0,水晶宫,1,17/08/12,0,12,5,10.5,9,5,2.25,3,2,0,哈德斯菲尔德,3,463,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
166,2,1,0,水晶宫,2,18/03/17,1,7,3,10.5,4,1,2.25,0,0,0,哈德斯菲尔德,3,167,0.0,英超,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.9999000099990001,0.49996250281228916,0,72.33333333333333
44,1,1,0,水晶宫,2,18/09/15,1,3,0,10.0,5,0,2.0,0,0,0,哈德斯菲尔德,1,45,0.25,英超,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.9998500224966255,0.19998800071995684,0,193.66666666666666
295,1,0,1,沃特福德,1,17/12/16,0,8,3,10.0,7,4,2.25,4,2,1,哈德斯菲尔德,2,296,-0.75,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
140,0,0,0,沃特福德,2,18/04/14,1,6,3,10.0,9,6,2.25,1,0,0,哈德斯菲尔德,2,141,-0.25,英超,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5999640021598704,0.33330000333300003,0,39.666666666666664
451,0,0,0,纽卡斯尔,4,17/08/20,1,3,1,10.5,7,4,2.25,1,0,0,哈德斯菲尔德,3,452,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
158,1,0,0,纽卡斯尔,1,18/03/31,0,3,2,10.5,3,2,2.25,0,0,0,哈德斯菲尔德,4,159,-0.75,英超,0.3333333333333333,0.0,1.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,-0.14285102067054267,0,74.33333333333333
423,1,0,0,莱斯特,1,17/09/16,1,4,2,10.5,8,5,2.25,1,0,0,哈德斯菲尔德,1,424,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
258,3,0,0,莱斯特,1,18/01/01,0,4,1,11.0,1,0,2.25,0,0,0,哈德斯菲尔德,1,259,-0.5,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0,35.666666666666664
34,3,1,0,莱斯特,2,18/09/22,0,3,1,10.0,1,1,2.0,1,1,0,哈德斯菲尔德,1,35,-0.75,英超,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.0,0,211.66666666666666
366,0,0,0,西布朗维奇,4,17/11/04,1,5,2,10.0,3,3,1.75,1,1,1,哈德斯菲尔德,2,367,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
193,1,0,0,西布朗维奇,1,18/02/24,0,6,2,9.5,3,1,2.0,2,0,0,哈德斯菲尔德,1,194,-0.5,英超,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,-0.3333166674999583,0,37.333333333333336
429,2,0,0,西汉姆,1,17/09/12,0,10,7,10.5,3,0,2.25,0,0,0,哈德斯菲尔德,2,430,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
247,4,1,0,西汉姆,1,18/01/13,1,3,2,9.5,7,3,2.0,1,1,0,哈德斯菲尔德,1,248,0.0,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.9998500224966255,0.33330000333300003,0,41.0
334,5,1,0,阿森纳,0,17/11/30,0,7,2,11.0,2,1,3.25,0,0,0,哈德斯菲尔德,1,335,-2.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
98,1,1,0,阿森纳,0,18/05/13,1,4,4,10.0,7,1,3.25,0,0,0,哈德斯菲尔德,1,99,1.0,英超,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,-0.999940003599784,0.9997000899730081,0,54.666666666666664
82,2,1,0,伍尔弗汉普顿,0,18/08/12,0,3,1,9.5,6,4,2.25,2,1,1,埃弗顿,1,83,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1512,1,1,0,伯恩利,4,14/10/26,0,5,4,11.0,4,0,2.5,3,2,0,埃弗顿,2,1513,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1281,0,0,1,伯恩利,3,15/04/18,1,6,2,10.5,5,2,2.25,1,1,0,埃弗顿,1,1282,-0.75,英超,1.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.49996250281228916,-0.3333166674999583,0,58.0
765,2,1,0,伯恩利,2,16/10/22,0,2,1,10.5,8,3,2.25,1,0,0,埃弗顿,2,766,0.75,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.9997000899730081,-0.49996250281228916,0,426.6666666666667
530,1,0,0,伯恩利,0,17/04/15,1,7,4,11.0,6,4,2.5,3,0,0,埃弗顿,2,531,-1.0,英超,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.33330000333300003,0.0,14/10/26,601.6666666666666
400,1,1,0,伯恩利,2,17/10/01,1,3,3,11.0,9,3,2.25,0,0,0,埃弗顿,2,401,-0.75,英超,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.49996250281228916,0.9998500224966255,15/04/18,470.0
188,2,0,0,伯恩利,1,18/03/03,0,10,3,10.0,4,1,1.75,1,1,1,埃弗顿,1,189,-0.25,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.9997000899730081,0.0,16/10/22,324.0
1093,3,0,0,伯恩茅斯,1,15/11/28,0,10,3,10.5,5,5,2.75,3,2,0,埃弗顿,0,1094,0.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
878,1,1,0,伯恩茅斯,0,16/04/30,1,5,2,10.5,3,2,3.0,2,1,0,埃弗顿,1,879,-0.25,英超,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,0,51.333333333333336
797,1,1,0,伯恩茅斯,2,16/09/24,0,5,4,11.0,3,2,2.5,0,0,0,埃弗顿,2,798,0.25,英超,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.33330000333300003,0.9997000899730081,0,149.33333333333334
613,3,0,0,伯恩茅斯,1,17/02/04,1,8,5,11.0,4,0,2.75,6,3,0,埃弗顿,3,614,-0.75,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,0.0,15/11/28,282.3333333333333
415,1,0,0,伯恩茅斯,1,17/09/23,1,6,3,10.5,4,2,2.5,2,0,0,埃弗顿,3,416,-0.75,英超,2.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333222225925802,0.49996250281228916,16/04/30,368.6666666666667
267,2,1,0,伯恩茅斯,0,17/12/30,0,4,2,10.0,4,3,2.25,1,0,0,埃弗顿,0,268,-0.25,英超,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.33330000333300003,0.49996250281228916,16/09/24,296.3333333333333
65,2,0,1,伯恩茅斯,0,18/08/25,0,6,0,10.0,2,2,2.75,2,0,1,埃弗顿,3,66,0.0,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.33330000333300003,0.0,17/02/04,380.3333333333333
1568,6,2,0,切尔西,3,14/08/31,1,2,1,11.5,8,3,2.5,3,1,0,埃弗顿,1,1569,0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1352,1,0,0,切尔西,3,15/02/12,0,10,4,11.0,2,1,2.5,0,0,1,埃弗顿,4,1353,-1.25,英超,1.0,2.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,-0.3333222225925802,-0.49996250281228916,0,55.0
1184,1,1,0,切尔西,2,15/09/12,1,14,9,10.0,7,3,2.75,3,2,0,埃弗顿,2,1185,0.25,英超,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,-0.9997000899730081,0.14285102067054267,0,196.33333333333334
1015,3,3,0,切尔西,1,16/01/16,0,6,6,10.5,4,4,2.75,3,3,0,埃弗顿,1,1016,-0.75,英超,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.49996250281228916,0.0,14/08/31,322.3333333333333
744,5,3,0,切尔西,0,16/11/06,0,4,2,11.5,2,0,2.75,0,0,0,埃弗顿,3,745,-1.25,英超,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,15/02/12,449.6666666666667
507,3,0,0,切尔西,4,17/04/30,1,4,2,10.5,2,1,2.5,0,0,0,埃弗顿,3,508,0.5,英超,0.0,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,-0.999940003599784,0.9999000099990001,15/09/12,413.6666666666667
441,2,2,0,切尔西,2,17/08/27,0,6,2,11.0,3,0,2.5,0,0,0,埃弗顿,2,442,-1.0,英超,0.0,1.0,1.0,0.0,1.3333333333333333,0.0,0.3333333333333333,-0.9999000099990001,-0.14285102067054267,16/01/16,334.0
287,0,0,0,切尔西,0,17/12/23,1,7,2,10.0,2,0,2.25,0,0,0,埃弗顿,3,288,1.0,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9998500224966255,0.0,16/11/06,255.66666666666666
1544,1,0,0,利物浦,2,14/09/27,0,8,7,11.0,2,0,3.0,1,0,0,埃弗顿,1,1545,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1362,0,0,0,利物浦,1,15/02/08,1,6,3,10.5,3,1,2.5,0,0,0,埃弗顿,4,1363,0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,-0.33330000333300003,0,44.666666666666664
1147,1,1,0,利物浦,3,15/10/04,1,11,8,11.0,5,2,2.75,1,1,0,埃弗顿,3,1148,0.25,英超,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5999640021598704,0,203.33333333333334
892,4,2,0,利物浦,1,16/04/21,0,9,5,11.0,1,1,2.75,0,0,1,埃弗顿,1,893,-0.75,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,14/09/27,403.3333333333333
679,1,0,0,利物浦,1,16/12/20,1,6,0,11.0,1,1,2.5,0,0,0,埃弗顿,3,680,0.5,英超,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.9999250056245782,0.0,15/02/08,455.6666666666667
565,3,2,0,利物浦,1,17/04/01,0,2,1,10.5,3,2,2.75,1,1,0,埃弗顿,3,566,-0.75,英超,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9997000899730081,0.49996250281228916,15/10/04,330.6666666666667
310,1,1,0,利物浦,1,17/12/10,0,12,3,10.5,1,0,3.0,1,0,0,埃弗顿,3,311,-1.25,英超,0.3333333333333333,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,-0.49996250281228916,0.49996250281228916,16/04/21,402.0
154,0,0,0,利物浦,0,18/04/07,1,2,2,10.0,3,2,2.25,0,0,0,埃弗顿,0,155,0.25,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.49996250281228916,16/12/20,320.6666666666667
1433,3,1,0,南安普顿,1,14/12/20,0,4,2,10.5,5,4,2.25,0,0,0,埃弗顿,1,1434,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1302,0,0,0,南安普顿,1,15/04/04,1,10,4,10.0,4,5,2.25,1,1,0,埃弗顿,0,1303,0.0,英超,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9999000099990001,0.0,0,35.0
1213,0,0,0,南安普顿,4,15/08/15,0,9,3,10.0,9,3,2.25,3,2,0,埃弗顿,2,1214,-0.5,英超,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,-0.9997000899730081,0,123.66666666666667
903,1,0,0,南安普顿,1,16/04/16,1,10,5,11.0,3,2,2.5,1,0,0,埃弗顿,1,904,0.25,英超,1.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,0.0,0.9999000099990001,-0.3333166674999583,14/12/20,368.6666666666667
720,1,1,0,南安普顿,0,16/11/28,0,5,2,10.5,2,1,2.25,0,0,0,埃弗顿,1,721,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,15/04/04,433.6666666666667
655,0,0,0,南安普顿,1,17/01/02,1,8,3,11.0,10,6,2.25,3,0,0,埃弗顿,0,656,-0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,-0.9997000899730081,0.9997000899730081,15/08/15,267.3333333333333
341,4,1,0,南安普顿,0,17/11/26,0,7,3,10.5,2,2,2.25,1,1,0,埃弗顿,0,342,-0.75,英超,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9999000099990001,-0.9997000899730081,16/04/16,426.6666666666667
108,1,0,1,南安普顿,5,18/05/06,1,4,0,10.5,3,0,2.25,1,0,0,埃弗顿,2,109,0.0,英超,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.5999640021598704,0.0,16/11/28,391.3333333333333
76,1,0,0,南安普顿,5,18/08/18,1,5,2,10.0,2,2,2.25,2,2,0,埃弗顿,0,77,-0.5,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,-0.428553062011628,17/01/02,320.6666666666667
322,0,0,0,哈德斯菲尔德,1,17/12/02,1,5,2,10.5,2,0,2.25,2,0,0,埃弗顿,2,323,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
123,0,0,0,哈德斯菲尔德,1,18/04/28,0,4,1,9.5,3,3,2.0,2,1,0,埃弗顿,0,124,0.0,英超,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9998500224966255,0.33330000333300003,0,49.0
54,1,1,0,哈德斯菲尔德,3,18/09/01,1,3,2,10.0,4,2,2.25,1,1,0,埃弗顿,3,55,-1.0,英超,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9998500224966255,-0.9997000899730081,0,133.0
1439,1,0,0,女王公园巡游者,1,14/12/16,1,8,3,11.0,1,1,2.75,3,2,0,埃弗顿,1,1440,-1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1304,1,0,0,女王公园巡游者,2,15/03/23,0,1,0,11.0,3,1,2.5,2,1,0,埃弗顿,1,1305,0.25,英超,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.49996250281228916,0.0,0,32.333333333333336
23,0,0,0,富勒姆,3,18/09/29,1,1,0,10.0,12,4,3.0,3,0,0,埃弗顿,0,24,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
391,1,0,0,布莱顿,4,17/10/15,0,7,2,10.0,1,1,2.0,1,0,0,埃弗顿,1,392,0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
175,0,0,1,布莱顿,1,18/03/10,1,3,0,10.0,10,8,2.25,2,0,0,埃弗顿,0,176,-0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,-0.5999640021598704,0,48.666666666666664
1469,2,2,0,托特纳姆热刺,5,14/12/01,0,3,1,11.0,4,1,2.75,1,1,0,埃弗顿,1,1470,-0.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1229,1,1,0,托特纳姆热刺,2,15/05/24,1,5,2,10.5,3,1,2.75,0,0,0,埃弗顿,1,1230,-0.25,英超,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,-0.33330000333300003,-0.6666333349999167,0,58.0
1187,0,0,0,托特纳姆热刺,4,15/08/30,0,6,3,11.0,2,1,2.5,0,0,0,埃弗顿,1,1188,-0.25,英超,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.9997000899730081,-0.33330000333300003,0,123.33333333333333
1025,1,1,0,托特纳姆热刺,2,16/01/04,1,4,4,10.5,4,0,2.5,1,1,0,埃弗顿,1,1026,0.0,英超,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,-0.5999640021598704,14/12/01,250.33333333333334
846,1,0,0,托特纳姆热刺,0,16/08/13,1,6,1,11.0,5,2,2.25,1,1,0,埃弗顿,0,847,0.25,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,15/05/24,339.3333333333333
583,3,1,0,托特纳姆热刺,1,17/03/05,0,7,1,11.0,2,1,2.5,2,0,0,埃弗顿,2,584,-1.0,英超,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,15/08/30,394.3333333333333
434,3,2,0,托特纳姆热刺,1,17/09/09,1,3,2,11.0,7,2,2.5,0,0,0,埃弗顿,3,435,0.5,英超,0.6666666666666666,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-0.19998800071995684,0.33330000333300003,16/01/04,398.0
242,4,1,0,托特纳姆热刺,0,18/01/14,0,3,2,11.0,3,2,3.0,0,0,0,埃弗顿,2,243,-1.75,英超,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.9999000099990001,0.49996250281228916,16/08/13,320.3333333333333
1423,1,1,0,斯托克城,3,14/12/26,1,3,1,10.5,9,5,2.5,0,0,0,埃弗顿,2,1424,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1326,2,1,0,斯托克城,2,15/03/05,0,5,1,11.0,6,4,2.25,0,0,0,埃弗顿,2,1327,0.0,英超,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,-0.9997000899730081,-0.19998800071995684,0,23.0
1043,4,2,0,斯托克城,1,15/12/28,1,2,1,11.0,6,3,2.5,3,1,0,埃弗顿,2,1044,-0.5,英超,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,-0.9998500224966255,0.0,0,221.66666666666666
984,0,0,0,斯托克城,1,16/02/06,0,5,3,10.0,4,2,2.25,3,3,0,埃弗顿,0,985,0.0,英超,1.0,1.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,-0.14285102067054267,0.33330000333300003,14/12/26,261.6666666666667
826,0,0,0,斯托克城,1,16/08/27,1,2,0,11.0,9,5,2.75,1,0,0,埃弗顿,2,827,-0.75,英超,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.9999000099990001,-0.9997000899730081,15/03/05,329.0
620,1,1,0,斯托克城,1,17/02/02,0,5,2,11.0,5,4,2.5,1,1,0,埃弗顿,0,621,0.25,英超,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,0.33330000333300003,15/12/28,307.6666666666667
465,0,0,0,斯托克城,1,17/08/12,1,7,4,11.0,6,2,2.25,1,1,0,埃弗顿,1,466,-0.75,英超,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.9997000899730081,16/02/06,364.6666666666667
167,1,0,1,斯托克城,1,18/03/17,0,1,1,10.0,9,2,2.25,2,0,0,埃弗顿,1,168,0.0,英超,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.9997000899730081,0.0,16/08/27,397.3333333333333
1506,0,0,1,斯旺西,4,14/11/01,1,0,0,10.5,11,8,2.5,0,0,0,埃弗顿,2,1507,-0.5,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1292,1,0,0,斯旺西,3,15/04/11,0,3,2,10.0,6,4,2.25,1,1,0,埃弗顿,3,1293,-0.25,英超,0.0,0.0,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.3333166674999583,0,53.666666666666664
1169,0,0,0,斯旺西,2,15/09/19,0,2,1,9.5,4,3,2.5,0,0,1,埃弗顿,2,1170,-0.25,英超,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,161.0
1000,2,2,0,斯旺西,3,16/01/24,1,1,1,10.5,7,2,2.5,1,1,0,埃弗顿,0,1001,-0.75,英超,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,14/11/01,288.0
734,1,1,0,斯旺西,2,16/11/19,1,3,3,10.5,10,3,2.75,1,0,0,埃弗顿,5,735,-1.0,英超,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,-0.33330000333300003,-0.9999000099990001,15/04/11,438.3333333333333
498,1,1,0,斯旺西,0,17/05/07,0,9,5,10.0,5,1,2.5,0,0,0,埃弗顿,0,499,-0.25,英超,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.428553062011628,15/09/19,411.3333333333333
289,1,1,0,斯旺西,3,17/12/19,1,3,1,10.0,6,2,2.25,3,1,0,埃弗顿,2,290,-0.75,英超,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.9997000899730081,0.0,16/01/24,438.6666666666667
143,1,0,0,斯旺西,1,18/04/14,0,6,2,10.0,3,1,2.0,1,1,0,埃弗顿,1,144,0.0,英超,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.49996250281228916,-0.19998800071995684,16/11/19,323.0
1452,1,1,0,曼城,3,14/12/07,0,11,6,11.5,7,1,3.25,0,0,0,埃弗顿,3,1453,-1.25,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1397,1,0,0,曼城,2,15/01/10,1,9,5,10.5,4,2,2.75,1,0,0,埃弗顿,1,1398,0.75,英超,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,-0.9997000899730081,0.0,0,11.333333333333334
1197,2,0,0,曼城,3,15/08/23,1,7,3,10.5,8,2,2.75,0,0,0,埃弗顿,0,1198,0.75,英超,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,0,161.33333333333334
775,1,0,0,曼城,0,16/10/15,0,13,6,11.5,1,0,3.0,1,0,0,埃弗顿,2,776,-1.0,英超,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.3333333333333333,-0.9998500224966255,-0.9999000099990001,14/12/07,580.3333333333334
640,0,0,0,曼城,2,17/01/15,1,6,3,10.5,3,2,2.75,4,1,0,埃弗顿,2,641,0.75,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9998500224966255,15/01/10,446.3333333333333
449,1,0,1,曼城,2,17/08/22,0,7,3,11.5,1,1,2.75,1,1,1,埃弗顿,3,450,-1.75,英超,1.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9999250056245782,0.0,15/08/23,420.0
157,3,3,0,曼城,0,18/04/01,1,11,7,10.0,2,0,2.75,1,0,0,埃弗顿,0,158,1.25,英超,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.19998800071995684,16/10/15,398.6666666666667
1528,2,1,0,曼联,4,14/10/05,0,11,6,10.5,6,2,3.0,1,0,0,埃弗顿,3,1529,-1.0,英超,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1267,0,0,0,曼联,2,15/04/26,1,7,4,10.0,7,5,2.25,3,2,0,埃弗顿,0,1268,0.5,英超,0.3333333333333333,0.6666666666666666,1.0,0.0,1.3333333333333333,0.0,0.0,-0.33330000333300003,-0.14285102067054267,0,67.66666666666667
1140,3,2,0,曼联,2,15/10/17,1,3,1,10.0,5,3,2.5,0,0,0,埃弗顿,2,1141,0.25,英超,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.9999000099990001,-0.9998500224966255,0,183.66666666666666
916,1,0,0,曼联,2,16/04/03,0,5,4,10.0,5,1,2.5,0,0,0,埃弗顿,0,917,-0.5,英超,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.9999000099990001,0.0,14/10/05,352.6666666666667
710,1,1,0,曼联,3,16/12/05,1,3,2,10.5,6,2,2.5,1,0,0,埃弗顿,2,711,0.5,英超,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,-0.9997000899730081,-0.9998500224966255,15/04/26,416.6666666666667
552,1,0,0,曼联,1,17/04/05,0,6,3,10.5,5,2,2.5,1,1,1,埃弗顿,4,553,-0.75,英超,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,-0.19998800071995684,15/10/17,341.3333333333333
419,4,1,0,曼联,1,17/09/17,0,4,2,11.0,1,0,2.75,0,0,0,埃弗顿,1,420,-1.5,英超,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5999640021598704,16/04/03,327.6666666666667
255,2,0,0,曼联,0,18/01/02,1,6,2,10.0,6,4,2.25,0,0,0,埃弗顿,2,256,0.75,英超,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,-0.9999250056245782,0.0,16/12/05,257.3333333333333
