,id,match,date,home_red,home_yellow,home_team,home_goal,away_goal,away_team,away_yellow,away_red,home_goal_half,away_goal_half,main_bet,goals_bet,footGoal_bet,footGoal_home_half,footGoal_home,footGoal_away_half,footGoal_away,flag,f_home_goal_all_h_3,f_away_goal_all_h_3,f_home_yellow_all_h_3,f_home_red_all_h_3,f_away_yellow_all_h_3,f_away_red_all_h_3,f_flag_all_h_3,f_net_goal_all_h_3,f_net_yellow_all_h_3,f_date_all_h_3,f_diff_time_all_h_3
27,28,英超,18/09/29,0,0,曼城,2,0,布莱顿,3,0,1,0,-2.5,3.5,10.5,9,10,2,3,1,3.6666666666666665,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0.6922917163450075,-0.9998500224966255,18/08/19,27.333333333333332
4,5,英超,18/10/20,0,2,曼城,5,0,伯恩利,2,0,1,0,-2.75,4.0,11.0,5,10,0,1,1,2.3333333333333335,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.7499718760546478,-0.9999000099990001,18/09/02,34.666666666666664
1594,1595,英超,14/08/16,0,2,曼联,1,2,斯旺西,4,0,0,1,-1.25,2.75,10.5,2,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1556,1557,英超,14/09/14,0,1,曼联,4,0,女王公园巡游者,0,0,3,0,-1.75,3.0,10.5,2,3,0,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.0,0.3333333333333333,-0.33330000333300003,-0.3333166674999583,0,9.666666666666666
1540,1541,英超,14/09/27,1,1,曼联,2,1,西汉姆,3,0,2,1,-1.5,3.25,10.5,3,7,3,10,1,1.6666666666666667,0.6666666666666666,1.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.428553062011628,-0.14285102067054267,0,18.333333333333332
1528,1529,英超,14/10/05,0,4,曼联,2,1,埃弗顿,3,0,1,0,-1.0,3.0,10.5,6,11,2,6,1,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,1.0,0.3999880003599892,-0.2727198349135933,14/08/16,26.333333333333332
1510,1511,英超,14/10/27,0,3,曼联,1,1,切尔西,6,1,0,0,0.0,2.25,10.0,0,4,6,7,1,2.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,2.0,0.0,1.0,0.5999820005399839,0.0,14/09/14,31.666666666666668
1495,1496,英超,14/11/08,0,1,曼联,1,0,水晶宫,3,0,0,0,-1.5,3.0,11.0,5,11,2,4,1,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,4.0,0.3333333333333333,1.0,0.24999062535154928,-0.19999700004499937,14/09/27,29.333333333333332
1472,1473,英超,14/11/29,0,2,曼联,3,0,赫尔,2,0,2,0,-1.25,2.75,11.0,5,7,0,0,1,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,4.0,0.3333333333333333,1.0,0.3333166674999583,-0.19999700004499937,14/10/05,36.333333333333336
1467,1468,英超,14/12/03,0,2,曼联,2,1,斯托克城,4,0,1,1,-1.0,2.5,11.0,1,3,1,2,1,1.6666666666666667,0.3333333333333333,2.0,0.0,3.6666666666666665,0.3333333333333333,1.0,0.6666333349999167,-0.29411245683899695,14/10/27,22.0
1441,1442,英超,14/12/14,0,4,曼联,3,0,利物浦,3,0,2,0,-0.5,2.5,10.0,1,2,4,6,1,2.0,0.3333333333333333,1.6666666666666667,0.0,3.0,0.0,1.0,0.7142551033527134,-0.2857081633964986,14/11/08,20.666666666666668
1424,1425,英超,14/12/26,0,1,曼联,3,1,纽卡斯尔,2,0,2,0,-1.5,2.75,10.0,1,4,3,5,1,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.0,3.0,0.0,1.0,0.7777518527160204,-0.05882249136779943,14/11/29,20.666666666666668
1389,1390,英超,15/01/12,0,2,曼联,0,1,南安普顿,3,0,0,0,-0.75,2.25,10.5,2,3,2,5,1,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.0,3.0,0.0,1.0,0.5999820005399839,-0.12499765629394445,14/12/03,28.666666666666668
1377,1378,英超,15/01/31,0,0,曼联,3,1,莱斯特,1,0,3,0,-1.25,2.75,11.0,2,3,2,3,1,2.0,0.6666666666666666,2.3333333333333335,0.0,2.6666666666666665,0.0,1.0,0.4999812507030987,-0.06666533335999941,14/12/14,34.333333333333336
1353,1354,英超,15/02/12,0,4,曼联,3,1,伯恩利,3,0,2,1,-1.5,2.75,10.5,3,5,5,8,1,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.3333222225925802,-0.3333222225925802,14/12/26,30.333333333333332
1337,1338,英超,15/02/28,0,1,曼联,2,0,桑德兰,1,1,2,0,-1.5,2.75,10.5,13,13,1,1,1,2.0,1.0,2.0,0.0,2.3333333333333335,0.0,1.0,0.3333222225925802,-0.07692130181611197,15/01/12,30.333333333333332
1316,1317,英超,15/03/16,0,1,曼联,3,0,托特纳姆热刺,1,0,3,0,-0.5,2.75,11.0,2,4,1,2,1,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,0.3333333333333333,1.0,0.5999820005399839,0.0,15/01/31,30.666666666666668
1301,1302,英超,15/04/04,0,0,曼联,3,1,阿斯顿维拉,1,0,1,0,-1.25,2.75,10.0,5,10,0,2,1,2.6666666666666665,0.3333333333333333,2.0,0.0,1.6666666666666667,0.3333333333333333,1.0,0.7777518527160204,0.09090661163786438,15/02/12,35.0
1284,1285,英超,15/04/12,0,0,曼联,4,2,曼城,3,0,2,1,0.0,2.5,10.5,0,1,4,5,1,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.7777518527160204,-0.19998800071995684,15/02/28,26.0
1257,1258,英超,15/05/03,0,1,曼联,0,1,西布朗维奇,0,0,0,0,-1.25,2.5,10.0,4,9,2,3,1,3.3333333333333335,1.0,0.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.5384491127127835,-0.6666333349999167,15/03/16,32.666666666666664
1236,1237,英超,15/05/17,0,1,曼联,1,1,阿森纳,0,0,1,0,0.0,2.5,10.0,3,5,0,5,1,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.2727198349135933,-0.5999640021598704,15/04/04,30.666666666666668
1223,1224,英超,15/08/08,0,2,曼联,1,0,托特纳姆热刺,3,0,1,0,-1.0,2.5,10.5,1,1,1,2,1,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.11110740753086013,-0.19998800071995684,15/04/12,99.33333333333333
1204,1205,英超,15/08/22,0,2,曼联,0,0,纽卡斯尔,2,0,0,0,-1.5,2.75,10.5,3,11,3,5,1,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.14285102067054267,15/05/03,74.0
1178,1179,英超,15/09/13,0,1,曼联,3,1,利物浦,2,0,0,0,-0.5,2.25,10.0,3,4,0,4,1,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,0.33330000333300003,0.0,15/05/17,59.0
1163,1164,英超,15/09/26,0,0,曼联,3,0,桑德兰,3,0,1,0,-2.0,3.0,10.0,3,5,0,2,1,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,0.0,1.0,0.5999640021598704,-0.16666250010416409,15/08/08,32.333333333333336
1126,1127,英超,15/10/25,0,2,曼联,0,0,曼城,2,0,0,0,0.0,2.25,10.0,1,6,3,4,1,2.0,0.3333333333333333,1.0,0.0,2.3333333333333335,0.0,1.0,0.7142551033527134,-0.3999880003599892,15/08/22,45.0
1111,1112,英超,15/11/07,0,1,曼联,2,0,西布朗维奇,3,1,0,0,-1.25,2.5,9.5,2,5,1,1,1,2.0,0.3333333333333333,1.0,0.0,2.3333333333333335,0.0,1.0,0.7142551033527134,-0.3999880003599892,15/09/13,36.666666666666664
1078,1079,英超,15/12/05,0,1,曼联,0,0,西汉姆,0,0,0,0,-1.25,2.25,10.0,3,6,2,2,1,1.6666666666666667,0.0,1.0,0.0,2.6666666666666665,0.3333333333333333,1.0,0.999940003599784,-0.45453305818932205,15/09/26,46.333333333333336
1061,1062,英超,15/12/19,0,0,曼联,1,2,诺维奇,2,0,0,1,-1.25,2.75,9.5,6,11,0,0,1,0.6666666666666666,0.0,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,1.0,0.9998500224966255,-0.11110740753086013,15/10/25,37.0
1039,1040,英超,15/12/29,0,4,曼联,0,0,切尔西,2,0,0,0,-0.25,2.25,10.0,3,5,2,3,1,1.0,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,1.0,0.19998800071995684,-0.428553062011628,15/11/07,28.666666666666668
1029,1030,英超,16/01/02,0,2,曼联,2,1,斯旺西,1,0,0,0,-1.0,2.25,9.5,1,4,0,2,1,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,1.3333333333333333,0.0,1.0,-0.33330000333300003,0.11110740753086013,15/12/05,15.333333333333334
1003,1004,英超,16/01/23,0,0,曼联,0,1,南安普顿,0,0,0,0,-0.5,2.25,10.0,0,4,1,4,1,1.0,1.0,2.0,0.0,1.6666666666666667,0.0,1.0,0.0,0.09090661163786438,15/12/19,27.0
993,994,英超,16/02/03,0,2,曼联,3,0,斯托克城,1,0,2,0,-1.0,2.25,10.0,2,2,3,5,1,0.6666666666666666,0.6666666666666666,2.0,0.0,1.0,0.0,1.0,0.0,0.3333222225925802,15/12/29,26.333333333333332
961,962,英超,16/02/28,0,4,曼联,3,2,阿森纳,3,0,2,1,0.25,2.25,10.0,0,2,2,3,1,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.428553062011628,0.3333166674999583,16/01/02,39.333333333333336
952,953,英超,16/03/03,0,1,曼联,1,0,沃特福德,2,0,0,0,-0.75,2.5,10.0,3,9,3,7,1,2.0,1.0,2.0,0.0,1.3333333333333333,0.0,1.0,0.3333222225925802,0.19999400017999464,16/01/23,24.333333333333332
916,917,英超,16/04/03,0,2,曼联,1,0,埃弗顿,0,0,0,0,-0.5,2.5,10.0,4,5,1,5,1,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.0,2.0,0.0,1.0,0.5555370376543005,0.07692130181611197,16/02/03,42.0
901,902,英超,16/04/16,0,0,曼联,1,0,阿斯顿维拉,1,0,1,0,-1.5,2.75,10.0,9,14,0,3,1,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,1.6666666666666667,0.0,1.0,0.428553062011628,0.16666250010416409,16/02/28,35.0
891,892,英超,16/04/21,0,1,曼联,2,0,水晶宫,2,0,1,0,-1.25,2.5,10.5,3,10,2,2,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9999000099990001,0.0,16/03/03,24.0
875,876,英超,16/05/01,0,3,曼联,1,1,莱斯特,1,1,1,1,-0.5,2.25,11.0,4,6,2,5,1,1.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.9999250056245782,0.0,16/04/03,17.666666666666668
849,850,英超,16/05/18,0,1,曼联,3,1,伯恩茅斯,0,0,1,0,-1.0,2.75,10.0,3,7,0,1,1,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.0,0.5999640021598704,0.0,16/04/16,25.333333333333332
838,839,英超,16/08/20,0,0,曼联,2,0,南安普顿,0,0,1,0,-1.0,2.5,10.5,3,4,0,0,1,2.0,0.6666666666666666,1.6666666666666667,0.0,1.0,0.3333333333333333,1.0,0.4999812507030987,0.24999062535154928,16/04/21,108.66666666666667
818,819,英超,16/09/10,0,4,曼联,1,2,曼城,2,0,1,2,-0.25,2.25,10.5,1,4,1,4,1,2.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.4999812507030987,0.5999640021598704,16/05/01,89.33333333333333
798,799,英超,16/09/24,0,0,曼联,4,1,莱斯特,2,0,4,0,-0.75,2.5,10.5,5,8,3,6,1,2.0,1.0,1.6666666666666667,0.0,0.6666666666666666,0.0,1.0,0.3333222225925802,0.428553062011628,16/05/18,59.333333333333336
782,783,英超,16/10/02,0,3,曼联,1,1,斯托克城,0,0,0,0,-1.5,2.75,10.5,4,13,1,2,1,2.3333333333333335,1.0,1.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.3999880003599892,0.0,16/08/20,24.333333333333332
755,756,英超,16/10/29,1,2,曼联,0,0,伯恩利,3,0,0,0,-1.75,2.75,11.0,10,19,1,1,1,2.0,1.3333333333333333,2.3333333333333335,0.0,1.3333333333333333,0.0,1.0,0.19999400017999464,0.2727198349135933,16/09/10,37.0
738,739,英超,16/11/19,0,3,曼联,1,1,阿森纳,3,0,0,0,-0.25,2.5,10.0,5,10,1,4,1,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.0,1.0,0.428553062011628,0.0,16/09/24,41.666666666666664
719,720,英超,16/11/28,0,3,曼联,1,1,西汉姆,1,0,1,1,-1.5,3.0,11.0,4,8,2,4,1,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,0.0,1.0,0.0,0.1428540816982493,16/10/02,32.0
700,701,英超,16/12/11,0,3,曼联,1,0,托特纳姆热刺,3,0,1,0,-0.25,2.5,10.5,2,3,4,8,1,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0,0.06666533335999941,16/10/29,26.0
675,676,英超,16/12/26,0,1,曼联,3,1,桑德兰,2,0,1,0,-2.0,3.25,11.0,3,5,2,5,1,1.0,0.6666666666666666,3.0,0.0,2.3333333333333335,0.0,1.0,0.19998800071995684,0.12499765629394445,16/11/19,26.666666666666668
662,663,英超,16/12/31,0,1,曼联,2,1,米德尔斯堡,1,0,0,0,-1.75,2.75,10.5,7,12,2,2,1,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,2.0,0.0,1.0,0.428553062011628,0.07692130181611197,16/11/28,19.333333333333332
639,640,英超,17/01/16,0,1,曼联,1,1,利物浦,3,0,0,1,-0.5,2.25,10.0,3,5,5,7,1,2.0,0.6666666666666666,1.6666666666666667,0.0,2.0,0.0,1.0,0.4999812507030987,-0.09090661163786438,16/12/11,24.333333333333332
619,620,英超,17/02/02,0,1,曼联,0,0,赫尔,4,0,0,0,-1.75,3.0,11.5,4,7,1,1,1,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.3333222225925802,-0.3333222225925802,16/12/26,29.333333333333332
604,605,英超,17/02/11,0,1,曼联,2,0,沃特福德,0,0,1,0,-1.75,2.75,10.5,2,5,0,1,1,1.0,0.6666666666666666,1.0,0.0,2.6666666666666665,0.0,1.0,0.19998800071995684,-0.45453305818932205,16/12/31,25.666666666666668
590,591,英超,17/03/04,0,3,曼联,1,1,伯恩茅斯,4,1,1,1,-1.75,3.0,10.5,7,15,1,2,1,1.0,0.3333333333333333,1.0,0.0,2.3333333333333335,0.0,1.0,0.49996250281228916,-0.3999880003599892,17/01/16,32.666666666666664
563,564,英超,17/04/01,0,3,曼联,0,0,西布朗维奇,2,0,0,0,-1.25,2.5,10.5,1,6,0,1,1,1.0,0.3333333333333333,1.6666666666666667,0.0,2.6666666666666665,0.3333333333333333,1.0,0.49996250281228916,-0.23076390544833578,17/02/02,45.0
552,553,英超,17/04/05,0,1,曼联,1,1,埃弗顿,4,1,0,1,-0.75,2.5,10.5,3,6,2,5,1,1.0,0.3333333333333333,2.3333333333333335,0.0,2.0,0.3333333333333333,1.0,0.49996250281228916,0.07692130181611197,17/02/11,29.666666666666668
527,528,英超,17/04/16,0,3,曼联,2,0,切尔西,3,0,1,0,0.0,2.0,10.0,1,1,0,3,1,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,3.3333333333333335,0.6666666666666666,1.0,0.0,-0.17646747410339816,17/03/04,23.0
509,510,英超,17/04/30,0,2,曼联,1,1,斯旺西,2,0,1,0,-1.25,2.5,10.0,3,5,1,2,1,1.0,0.3333333333333333,2.3333333333333335,0.0,3.0,0.3333333333333333,1.0,0.49996250281228916,-0.12499765629394445,17/04/01,22.666666666666668
475,476,英超,17/05/21,0,2,曼联,2,0,水晶宫,0,0,2,0,-0.25,2.5,10.5,3,3,2,6,1,1.3333333333333333,0.6666666666666666,2.0,0.0,3.0,0.3333333333333333,1.0,0.3333166674999583,-0.1999960000799984,17/04/05,34.0
459,460,英超,17/08/13,0,2,曼联,4,0,西汉姆,2,0,1,0,-1.5,2.75,10.0,9,11,0,1,1,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,0.0,1.0,0.6666333349999167,0.16666250010416409,17/04/16,102.66666666666667
443,444,英超,17/08/27,0,1,曼联,2,0,莱斯特,2,0,0,0,-1.5,3.0,11.0,2,9,0,3,1,2.3333333333333335,0.3333333333333333,2.0,0.0,1.3333333333333333,0.0,1.0,0.7499718760546478,0.19999400017999464,17/04/30,77.0
419,420,英超,17/09/17,0,1,曼联,4,0,埃弗顿,1,0,1,0,-1.5,2.75,11.0,2,4,0,1,1,2.6666666666666665,0.0,1.6666666666666667,0.0,1.3333333333333333,0.0,1.0,0.9999625014061971,0.11110740753086013,17/05/21,58.333333333333336
407,408,英超,17/09/30,0,0,曼联,4,0,水晶宫,0,0,2,0,-1.75,3.0,11.0,3,6,4,5,1,3.3333333333333335,0.0,1.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.9999700008999729,-0.11110740753086013,17/08/13,31.666666666666668
378,379,英超,17/10/28,0,1,曼联,1,0,托特纳姆热刺,0,0,0,0,-0.5,2.25,10.5,2,6,3,3,1,3.3333333333333335,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.9999700008999729,-0.19998800071995684,17/08/27,43.666666666666664
351,352,英超,17/11/19,0,1,曼联,4,1,纽卡斯尔,1,0,2,1,-1.5,2.75,10.5,6,11,3,4,1,3.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.9999666677777407,0.33330000333300003,17/09/17,45.0
344,345,英超,17/11/25,0,0,曼联,1,0,布莱顿,2,0,0,0,-2.0,2.75,11.0,2,5,0,0,1,3.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.7999760007199783,0.33330000333300003,17/09/30,30.0
309,310,英超,17/12/11,0,4,曼联,1,2,曼城,2,0,1,1,0.25,2.5,10.0,1,2,3,8,1,2.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.7142551033527134,-0.19998800071995684,17/10/28,27.333333333333332
300,301,英超,17/12/14,0,1,曼联,1,0,伯恩茅斯,2,0,1,0,-1.75,3.25,11.0,1,4,5,9,1,2.0,1.0,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,0.3333222225925802,0.0,17/11/19,15.666666666666666
272,273,英超,17/12/26,0,3,曼联,2,2,伯恩利,7,0,0,2,-1.75,2.75,11.0,7,12,1,2,1,1.0,0.6666666666666666,1.6666666666666667,0.0,2.0,0.0,1.0,0.19998800071995684,-0.09090661163786438,17/11/25,19.333333333333332
262,263,英超,17/12/31,0,2,曼联,0,0,南安普顿,4,0,0,0,-1.5,2.75,11.0,3,10,3,7,1,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,3.6666666666666665,0.0,1.0,0.0,-0.15789224380667674,17/12/11,14.0
239,240,英超,18/01/16,0,2,曼联,3,0,斯托克城,1,0,2,0,-2.0,3.25,11.0,3,6,1,1,1,1.0,0.6666666666666666,2.0,0.0,4.333333333333333,0.0,1.0,0.19998800071995684,-0.36841523554891237,17/12/14,23.333333333333332
213,214,英超,18/02/03,0,2,曼联,2,0,哈德斯菲尔德,4,0,0,0,-1.75,2.75,10.5,2,5,2,2,1,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,4.0,0.0,1.0,0.428553062011628,-0.26315373967779454,17/12/26,30.333333333333332
190,191,英超,18/02/25,0,2,曼联,2,1,切尔西,2,0,1,1,-0.25,2.25,10.5,0,3,2,4,1,1.6666666666666667,0.0,2.0,0.0,3.0,0.0,1.0,0.999940003599784,-0.1999960000799984,17/12/31,39.333333333333336
178,179,英超,18/03/10,0,2,曼联,2,1,利物浦,1,0,2,0,0.25,2.5,10.0,0,1,5,13,1,2.3333333333333335,0.3333333333333333,2.0,0.0,2.3333333333333335,0.0,1.0,0.7499718760546478,-0.07692130181611197,18/01/16,33.666666666666664
161,162,英超,18/03/31,0,0,曼联,2,0,斯旺西,0,0,2,0,-1.75,2.75,10.0,2,3,0,3,1,2.0,0.6666666666666666,2.0,0.0,2.3333333333333335,0.0,1.0,0.4999812507030987,-0.07692130181611197,18/02/03,37.0
136,137,英超,18/04/15,0,1,曼联,0,1,西布朗维奇,1,0,0,0,-2.0,3.0,10.0,1,4,1,4,1,2.0,0.6666666666666666,1.3333333333333333,0.0,1.0,0.0,1.0,0.4999812507030987,0.14285102067054267,18/02/25,33.333333333333336
116,117,英超,18/04/29,0,0,曼联,2,1,阿森纳,1,0,1,0,-1.5,3.0,10.5,1,9,0,0,1,1.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0,0.3333166674999583,0.19998800071995684,18/03/10,31.0
95,96,英超,18/05/13,0,4,曼联,1,0,沃特福德,0,0,1,0,-1.0,2.75,10.0,4,6,3,5,1,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3333166674999583,-0.33330000333300003,18/03/31,28.333333333333332
88,89,英超,18/08/11,0,2,曼联,2,1,莱斯特,1,0,1,0,-1.0,2.5,10.5,0,2,4,5,1,1.0,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.0,1.0,0.19998800071995684,0.428553062011628,18/04/15,104.0
59,60,英超,18/08/28,0,2,曼联,0,3,托特纳姆热刺,3,0,0,0,0.0,2.5,10.0,2,5,0,2,1,1.6666666666666667,0.6666666666666666,2.0,0.0,0.6666666666666666,0.0,1.0,0.428553062011628,0.4999812507030987,18/04/29,81.66666666666667
37,38,英超,18/09/22,0,1,曼联,1,1,伍尔弗汉普顿,1,0,1,0,-1.0,2.5,10.0,1,5,3,4,1,1.0,1.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,0.0,1.0,-0.14285102067054267,0.3333250002083281,18/05/13,66.33333333333333
12,13,英超,18/10/07,0,2,曼联,3,2,纽卡斯尔,2,0,0,2,-1.25,2.5,10.5,7,10,2,6,1,1.0,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,-0.24999062535154928,0.0,18/08/11,37.333333333333336
1576,1577,英超,14/08/24,0,0,桑德兰,1,1,曼联,2,0,1,1,1.0,2.5,10.5,1,4,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1559,1560,英超,14/09/13,0,5,桑德兰,2,2,托特纳姆热刺,1,0,1,1,0.5,2.5,11.0,1,6,4,5,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.9998500224966255,0,6.666666666666667
1541,1542,英超,14/09/27,0,2,桑德兰,0,0,斯旺西,2,1,0,0,0.0,2.25,10.5,7,10,1,1,1,1.0,1.0,1.6666666666666667,0.0,1.0,0.0,0.6666666666666666,0.0,0.24999062535154928,0,16.0
1532,1533,英超,14/10/04,0,3,桑德兰,3,1,斯托克城,3,0,2,1,0.0,2.25,10.5,4,7,1,2,1,1.0,1.0,2.3333333333333335,0.0,1.6666666666666667,0.3333333333333333,1.0,0.0,0.16666250010416409,14/08/24,23.0
1492,1493,英超,14/11/09,0,1,桑德兰,1,1,埃弗顿,2,0,0,0,0.5,2.5,11.0,4,4,1,3,1,1.6666666666666667,1.0,3.3333333333333335,0.0,2.0,0.3333333333333333,1.0,0.24999062535154928,0.24999531258788898,14/09/13,45.333333333333336
1471,1472,英超,14/11/30,0,3,桑德兰,0,0,切尔西,2,0,0,0,1.25,2.5,11.0,1,2,4,8,1,1.3333333333333333,0.6666666666666666,2.0,0.0,2.3333333333333335,0.3333333333333333,1.0,0.3333166674999583,-0.07692130181611197,14/09/27,47.333333333333336
1462,1463,英超,14/12/04,0,1,桑德兰,1,4,曼城,1,0,1,2,1.25,3.0,10.5,1,2,0,0,1,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,2.3333333333333335,0.0,1.0,0.3333166674999583,0.0,14/10/04,30.0
1444,1445,英超,14/12/13,0,2,桑德兰,1,1,西汉姆,2,0,1,1,0.0,2.25,11.0,1,6,2,8,1,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,-0.428553062011628,0.0,14/11/09,18.666666666666668
1425,1426,英超,14/12/26,0,5,桑德兰,1,3,赫尔,2,0,1,1,-0.5,2.0,10.5,6,10,0,4,1,0.6666666666666666,1.6666666666666667,2.0,0.0,1.6666666666666667,0.0,1.0,-0.428553062011628,0.09090661163786438,14/11/30,20.333333333333332
1398,1399,英超,15/01/10,1,2,桑德兰,0,1,利物浦,4,0,0,1,0.25,2.25,10.5,2,6,4,6,1,1.0,2.6666666666666665,2.6666666666666665,0.0,1.6666666666666667,0.0,1.0,-0.45453305818932205,0.23076390544833578,14/12/04,26.666666666666668
1376,1377,英超,15/01/31,0,2,桑德兰,2,0,伯恩利,0,0,2,0,-0.25,2.25,11.0,1,6,0,3,1,0.6666666666666666,1.6666666666666667,3.0,0.3333333333333333,2.6666666666666665,0.0,1.0,-0.428553062011628,0.05882249136779943,14/12/13,35.333333333333336
1356,1357,英超,15/02/11,0,2,桑德兰,0,2,女王公园巡游者,3,0,0,1,-0.5,2.25,11.0,1,8,3,4,1,1.0,1.3333333333333333,3.0,0.3333333333333333,2.0,0.0,1.0,-0.14285102067054267,0.1999960000799984,14/12/26,30.0
1345,1346,英超,15/02/21,0,1,桑德兰,0,0,西布朗维奇,2,0,0,0,0.0,2.0,10.0,5,11,1,2,1,0.6666666666666666,1.0,2.0,0.3333333333333333,2.3333333333333335,0.0,1.0,-0.19998800071995684,-0.07692130181611197,15/01/10,24.333333333333332
1318,1319,英超,15/03/15,0,1,桑德兰,0,4,阿斯顿维拉,1,0,0,4,-0.25,2.0,10.5,2,2,5,5,1,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,15/01/31,32.333333333333336
1295,1296,英超,15/04/05,0,5,桑德兰,1,0,纽卡斯尔,2,0,1,0,0.0,2.25,10.5,6,8,0,4,1,0.0,2.0,1.3333333333333333,0.0,2.0,0.0,1.0,-0.9999500024998749,-0.19999400017999464,15/02/11,39.0
1289,1290,英超,15/04/11,0,2,桑德兰,1,4,水晶宫,2,0,0,0,0.0,2.25,11.0,3,8,2,4,1,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,0.0,1.0,-0.5999640021598704,0.16666250010416409,15/02/21,27.333333333333332
1262,1263,英超,15/05/02,0,2,桑德兰,2,1,南安普顿,1,1,1,1,0.5,2.25,10.0,0,1,1,1,1,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,1.6666666666666667,0.0,1.0,-0.5999820005399839,0.23076390544833578,15/03/15,32.0
1239,1240,英超,15/05/16,0,4,桑德兰,0,0,莱斯特,1,0,0,0,0.0,2.25,11.0,2,8,6,9,1,1.3333333333333333,1.6666666666666667,3.0,0.0,1.6666666666666667,0.3333333333333333,1.0,-0.11110740753086013,0.2857081633964986,15/04/05,30.0
