,id,match,date,home_red,home_yellow,home_team,home_goal,away_goal,away_team,away_yellow,away_red,home_goal_half,away_goal_half,main_bet,goals_bet,footGoal_bet,footGoal_home_half,footGoal_home,footGoal_away_half,footGoal_away,flag,f_home_goal_all_h_3,f_away_goal_all_h_3,f_home_yellow_all_h_3,f_home_red_all_h_3,f_away_yellow_all_h_3,f_away_red_all_h_3,f_flag_all_h_3,f_net_goal_all_h_3,f_net_yellow_all_h_3,f_date_all_h_3,f_diff_time_all_h_3
761,762,英超,16/10/23,0,1,利物浦,2,1,西布朗维奇,3,0,2,0,-1.5,3.0,11.5,0,3,0,2,1,3.0,0.6666666666666666,0.6666666666666666,0.0,3.0,0.3333333333333333,1.0,0.636346281465051,-0.636346281465051,16/09/11,25.333333333333332
742,743,英超,16/11/06,0,1,利物浦,6,1,沃特福德,2,0,3,0,-1.75,3.0,10.5,4,6,0,3,1,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.0,3.0,0.3333333333333333,1.0,0.5555370376543005,-0.636346281465051,16/09/24,25.333333333333332
724,725,英超,16/11/26,0,1,利物浦,2,0,桑德兰,3,0,0,0,-2.25,3.5,10.5,3,9,3,4,1,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,3.0,0.0,1.0,0.5999820005399839,-0.636346281465051,16/10/18,31.0
699,700,英超,16/12/12,0,2,利物浦,2,2,西汉姆,0,0,1,2,-1.75,3.25,10.5,4,11,4,4,1,3.3333333333333335,0.6666666666666666,1.0,0.0,2.6666666666666665,0.0,1.0,0.6666500004166563,-0.45453305818932205,16/10/23,34.0
670,671,英超,16/12/28,0,0,利物浦,4,1,斯托克城,1,0,2,1,-1.5,3.0,11.0,3,8,1,2,1,3.3333333333333335,1.0,1.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.5384491127127835,-0.11110740753086013,16/11/06,33.333333333333336
661,662,英超,17/01/01,0,2,利物浦,1,0,曼城,1,0,1,0,-0.25,2.75,10.5,1,4,1,6,1,2.6666666666666665,1.0,1.0,0.0,1.3333333333333333,0.0,1.0,0.45453305818932205,-0.14285102067054267,16/11/26,20.0
638,639,英超,17/01/21,0,1,利物浦,2,3,斯旺西,1,0,0,0,-1.75,3.25,10.5,2,6,1,3,1,2.3333333333333335,1.0,1.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.3999880003599892,0.3333166674999583,16/12/12,28.0
622,623,英超,17/02/01,0,2,利物浦,1,1,切尔西,1,0,0,1,0.0,2.25,10.5,3,3,2,3,1,2.3333333333333335,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.2727198349135933,0.0,16/12/28,25.666666666666668
602,603,英超,17/02/12,0,3,利物浦,2,0,托特纳姆热刺,5,0,2,0,-0.25,2.5,11.0,8,10,2,3,1,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,1.0,0.0,1.0,0.0,0.24999062535154928,17/01/01,25.0
584,585,英超,17/03/05,0,1,利物浦,3,1,阿森纳,2,0,2,0,-0.5,2.75,10.5,5,9,3,3,1,1.6666666666666667,1.3333333333333333,2.0,0.0,2.3333333333333335,0.0,1.0,0.11110740753086013,-0.07692130181611197,17/01/21,32.0
576,577,英超,17/03/13,0,2,利物浦,2,1,伯恩利,2,0,1,1,-1.75,2.75,11.5,7,11,1,1,1,2.0,0.6666666666666666,2.0,0.0,2.6666666666666665,0.0,1.0,0.4999812507030987,-0.1428540816982493,17/02/01,25.666666666666668
565,566,英超,17/04/01,0,1,利物浦,3,1,埃弗顿,3,0,2,1,-0.75,2.75,10.5,1,2,2,3,1,2.3333333333333335,0.6666666666666666,2.0,0.0,3.0,0.0,1.0,0.5555370376543005,-0.1999960000799984,17/02/12,31.333333333333332
547,548,英超,17/04/06,0,1,利物浦,2,2,伯恩茅斯,1,0,1,1,-1.25,2.75,10.5,4,7,2,2,1,2.6666666666666665,1.0,1.3333333333333333,0.0,2.3333333333333335,0.0,1.0,0.45453305818932205,-0.2727198349135933,17/03/05,20.333333333333332
520,521,英超,17/04/23,0,1,利物浦,1,2,水晶宫,2,0,1,1,-1.25,2.75,10.5,2,4,1,3,1,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.0,2.0,0.0,1.0,0.2727198349135933,-0.19999400017999464,17/03/13,26.666666666666668
497,498,英超,17/05/07,0,1,利物浦,0,0,南安普顿,3,0,0,0,-1.0,2.75,10.5,1,3,1,6,1,2.0,1.6666666666666667,1.0,0.0,2.0,0.0,1.0,0.09090661163786438,-0.3333222225925802,17/04/01,27.0
473,474,英超,17/05/21,0,0,利物浦,3,0,米德尔斯堡,1,0,1,0,-2.5,3.5,10.5,1,3,1,3,1,1.0,1.3333333333333333,1.0,0.0,2.0,0.0,1.0,-0.14285102067054267,-0.3333222225925802,17/04/06,29.0
456,457,英超,17/08/19,0,1,利物浦,1,0,水晶宫,3,0,0,0,-1.25,3.0,10.5,1,4,0,2,1,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.0,0.0,1.0,0.3333166674999583,-0.4999812507030987,17/04/23,104.0
439,440,英超,17/08/27,0,2,利物浦,4,0,阿森纳,4,0,2,0,-0.25,3.0,10.5,2,4,1,3,1,1.3333333333333333,0.0,0.6666666666666666,0.0,2.3333333333333335,0.0,1.0,0.9999250056245782,-0.5555370376543005,17/05/07,72.66666666666667
426,427,英超,17/09/16,0,1,利物浦,1,1,伯恩利,2,0,1,1,-1.75,3.0,10.5,4,12,0,2,1,2.6666666666666665,0.0,1.0,0.0,2.6666666666666665,0.0,1.0,0.9999625014061971,-0.45453305818932205,17/05/21,55.333333333333336
398,399,英超,17/10/14,0,0,利物浦,0,0,曼联,2,0,0,0,0.0,2.25,10.0,1,7,3,3,1,2.0,0.3333333333333333,1.3333333333333333,0.0,3.0,0.0,1.0,0.7142551033527134,-0.38460650908055977,17/08/19,44.0
376,377,英超,17/10/28,0,0,利物浦,3,0,哈德斯菲尔德,1,0,0,0,-1.75,3.0,10.5,2,9,2,2,1,1.6666666666666667,0.3333333333333333,1.0,0.0,2.6666666666666665,0.0,1.0,0.6666333349999167,-0.45453305818932205,17/08/27,39.333333333333336
356,357,英超,17/11/18,0,1,利物浦,3,0,南安普顿,1,0,2,0,-1.25,2.75,10.0,5,10,1,2,1,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.5999640021598704,-0.6666333349999167,17/09/16,39.666666666666664
342,343,英超,17/11/26,0,0,利物浦,1,1,切尔西,0,0,0,0,-0.25,2.75,10.0,0,7,5,8,1,2.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.9999500024998749,-0.5999640021598704,17/10/14,26.666666666666668
310,311,英超,17/12/10,0,1,利物浦,1,1,埃弗顿,3,0,1,0,-1.25,3.0,10.5,3,12,0,1,1,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.7499718760546478,-0.33330000333300003,17/10/28,26.333333333333332
301,302,英超,17/12/14,0,1,利物浦,0,0,西布朗维奇,1,0,0,0,-2.0,3.25,10.5,2,5,2,7,1,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.0,1.0,0.428553062011628,-0.3333166674999583,17/11/18,16.0
271,272,英超,17/12/27,0,0,利物浦,5,0,斯旺西,1,0,1,0,-2.5,3.5,11.0,1,4,0,2,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,0.0,1.0,0.0,-0.3333166674999583,17/11/26,20.333333333333332
268,269,英超,17/12/30,0,3,利物浦,2,1,莱斯特,2,0,0,1,-2.0,3.5,11.0,3,7,0,1,1,2.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,0.0,1.0,0.7142551033527134,-0.428553062011628,17/12/10,13.0
240,241,英超,18/01/15,0,2,利物浦,4,3,曼城,3,0,1,1,0.25,3.0,10.5,2,5,3,6,1,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.7499718760546478,0.0,17/12/14,22.333333333333332
210,211,英超,18/02/05,0,3,利物浦,2,2,托特纳姆热刺,1,0,1,0,-0.5,3.0,10.5,3,3,4,7,1,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,2.0,0.0,1.0,0.4666573335199962,-0.09090661163786438,17/12/27,32.666666666666664
197,198,英超,18/02/24,0,0,利物浦,4,1,西汉姆,2,0,1,0,-2.0,3.25,10.5,6,8,1,2,1,2.6666666666666665,2.0,2.6666666666666665,0.0,2.0,0.0,1.0,0.1428540816982493,0.1428540816982493,17/12/30,38.333333333333336
182,183,英超,18/03/04,0,0,利物浦,2,0,纽卡斯尔,0,0,1,0,-2.0,3.25,11.0,4,8,2,3,1,3.3333333333333335,2.0,1.6666666666666667,0.0,2.0,0.0,1.0,0.24999531258788898,-0.09090661163786438,18/01/15,27.666666666666668
165,166,英超,18/03/18,0,1,利物浦,5,0,沃特福德,0,0,2,0,-2.25,3.5,10.5,6,6,0,0,1,2.6666666666666665,1.0,1.0,0.0,1.0,0.0,1.0,0.45453305818932205,0.0,18/02/05,25.666666666666668
139,140,英超,18/04/15,0,1,利物浦,3,0,伯恩茅斯,1,0,1,0,-2.0,3.5,10.5,6,7,2,5,1,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.8333125005208203,-0.33330000333300003,18/02/24,40.0
124,125,英超,18/04/28,0,1,利物浦,0,0,斯托克城,2,0,0,0,-1.75,3.0,10.5,0,10,2,2,1,3.3333333333333335,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.9999700008999729,0.33330000333300003,18/03/04,36.333333333333336
91,92,英超,18/05/13,0,0,利物浦,4,0,布莱顿,0,0,2,0,-1.75,3.25,11.0,4,7,2,3,1,2.6666666666666665,0.0,1.0,0.0,1.0,0.0,1.0,0.9999625014061971,0.0,18/03/18,33.0
80,81,英超,18/08/12,0,1,利物浦,4,0,西汉姆,2,0,2,0,-2.0,3.25,10.5,1,5,3,4,1,2.3333333333333335,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.9999571446937987,-0.19998800071995684,18/04/15,105.33333333333333
63,64,英超,18/08/26,0,1,利物浦,1,0,布莱顿,1,0,1,0,-2.25,3.25,10.5,3,8,1,5,1,2.6666666666666665,0.0,0.6666666666666666,0.0,1.3333333333333333,0.0,1.0,0.9999625014061971,-0.3333166674999583,18/04/28,79.66666666666667
33,34,英超,18/09/22,0,0,利物浦,3,0,南安普顿,2,0,3,0,-2.0,3.25,10.5,3,5,3,4,1,3.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.9999666677777407,-0.19998800071995684,18/05/13,66.66666666666667
9,10,英超,18/10/07,0,1,利物浦,0,0,曼城,3,0,0,0,0.0,2.75,10.0,2,2,4,6,1,2.6666666666666665,0.0,0.6666666666666666,0.0,1.6666666666666667,0.0,1.0,0.9999625014061971,-0.428553062011628,18/08/12,37.666666666666664
1582,1583,英超,14/08/23,0,1,南安普顿,0,0,西布朗维奇,2,0,0,0,-0.75,2.5,10.5,0,1,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1562,1563,英超,14/09/13,0,0,南安普顿,3,0,纽卡斯尔,2,0,2,0,-0.75,2.5,10.5,3,5,2,5,1,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,-0.33330000333300003,0,7.0
1542,1543,英超,14/09/27,0,2,南安普顿,2,1,女王公园巡游者,1,0,0,0,-1.0,2.5,10.0,0,6,0,3,1,1.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.6666666666666666,0.9999000099990001,-0.5999640021598704,0,16.333333333333332
1519,1520,英超,14/10/18,0,1,南安普顿,8,0,桑德兰,3,0,3,0,-1.0,2.5,10.5,2,5,4,6,1,1.6666666666666667,0.3333333333333333,1.0,0.0,1.6666666666666667,0.0,1.0,0.6666333349999167,-0.24999062535154928,14/08/23,37.333333333333336
1494,1495,英超,14/11/08,0,2,南安普顿,2,0,莱斯特,2,0,0,0,-1.25,2.75,10.5,5,13,2,4,1,4.333333333333333,0.3333333333333333,1.0,0.0,2.0,0.0,1.0,0.857124490189496,-0.3333222225925802,14/09/13,39.666666666666664
1470,1471,英超,14/11/30,0,1,南安普顿,0,3,曼城,3,1,0,0,0.25,2.5,10.5,4,8,3,6,1,4.0,0.3333333333333333,1.6666666666666667,0.0,2.0,0.0,1.0,0.8461343199772313,-0.09090661163786438,14/09/27,43.0
1449,1450,英超,14/12/09,0,2,南安普顿,1,2,曼联,1,0,1,1,0.0,2.25,10.5,2,5,0,1,1,3.3333333333333335,1.0,1.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,1.0,0.5384491127127835,-0.3333250002083281,14/10/18,30.666666666666668
1433,1434,英超,14/12/20,0,1,南安普顿,3,0,埃弗顿,1,0,1,0,-0.25,2.25,10.5,2,4,4,5,1,1.0,1.6666666666666667,1.6666666666666667,0.0,2.0,0.3333333333333333,1.0,-0.24999062535154928,-0.09090661163786438,14/11/08,24.333333333333332
1417,1418,英超,14/12/28,1,2,南安普顿,1,1,切尔西,2,0,1,1,0.5,2.25,10.5,2,4,4,6,1,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,1.0,-0.11110740753086013,-0.11110740753086013,14/11/30,18.333333333333332
1404,1405,英超,15/01/01,0,2,南安普顿,2,0,阿森纳,1,0,1,0,0.0,2.5,10.0,2,2,2,7,1,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,1.0,0.24999062535154928,0.11110740753086013,14/12/09,13.0
1369,1370,英超,15/02/02,1,1,南安普顿,0,1,斯旺西,1,0,0,0,-0.75,2.25,10.0,5,9,0,0,1,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,1.0,0.7142551033527134,0.11110740753086013,14/12/20,37.333333333333336
1351,1352,英超,15/02/12,0,2,南安普顿,0,0,西汉姆,1,1,0,0,-0.75,2.5,11.0,1,8,1,2,1,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.0,0.19998800071995684,0.11110740753086013,14/12/28,32.666666666666664
1339,1340,英超,15/02/23,0,1,南安普顿,0,2,利物浦,3,0,0,1,0.0,2.25,10.5,4,6,0,1,1,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.0,0.33330000333300003,0.24999062535154928,15/01/01,28.333333333333332
1330,1331,英超,15/03/04,0,0,南安普顿,1,0,水晶宫,2,0,0,0,-0.75,2.25,10.5,5,10,1,2,1,0.0,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,-0.9999000099990001,-0.11110740753086013,15/02/02,19.666666666666668
1308,1309,英超,15/03/21,0,0,南安普顿,2,0,伯恩利,0,0,1,0,-1.25,2.5,0.0,7,10,3,5,1,0.3333333333333333,0.6666666666666666,1.0,0.0,2.0,0.3333333333333333,1.0,-0.33330000333300003,-0.3333222225925802,15/02/12,26.666666666666668
1287,1288,英超,15/04/11,0,2,南安普顿,2,0,赫尔,0,0,0,0,-1.0,2.25,10.0,2,2,2,5,1,1.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.19998800071995684,-0.6666333349999167,15/02/23,35.333333333333336
1275,1276,英超,15/04/25,0,1,南安普顿,2,2,托特纳姆热刺,3,0,1,1,-0.5,2.5,10.5,3,8,2,3,1,1.6666666666666667,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.999940003599784,0.0,15/03/04,33.666666666666664
1244,1245,英超,15/05/16,0,1,南安普顿,6,1,阿斯顿维拉,1,0,5,1,-0.75,2.25,10.0,1,6,1,3,1,2.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.4999812507030987,0.0,15/03/21,37.333333333333336
1213,1214,英超,15/08/15,0,4,南安普顿,0,3,埃弗顿,2,0,0,2,-0.5,2.25,10.0,3,9,3,9,1,3.3333333333333335,1.0,1.3333333333333333,0.0,1.3333333333333333,0.0,1.0,0.5384491127127835,0.0,15/04/11,109.66666666666667
1186,1187,英超,15/08/30,0,0,南安普顿,3,0,诺维奇,1,1,1,0,-0.5,2.25,10.5,4,6,1,4,1,2.6666666666666665,2.0,2.0,0.0,2.0,0.0,1.0,0.1428540816982493,0.0,15/04/25,82.66666666666667
1166,1167,英超,15/09/20,0,2,南安普顿,2,3,曼联,0,0,1,1,0.25,2.25,9.5,2,5,3,5,1,3.0,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.3333333333333333,1.0,0.38460650908055977,0.11110740753086013,15/05/16,61.333333333333336
1161,1162,英超,15/09/26,0,2,南安普顿,3,1,斯旺西,1,0,1,0,-0.5,2.25,10.0,2,4,2,3,1,1.6666666666666667,2.0,2.0,0.0,1.0,0.3333333333333333,1.0,-0.09090661163786438,0.3333222225925802,15/08/15,25.0
1143,1144,英超,15/10/17,0,2,南安普顿,2,2,莱斯特,0,0,2,0,-0.75,2.75,10.5,6,6,4,7,1,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333250002083281,0.3333166674999583,15/08/30,32.0
1116,1117,英超,15/11/02,1,1,南安普顿,2,0,伯恩茅斯,2,0,2,0,-1.0,2.5,10.5,4,4,0,6,1,2.3333333333333335,2.0,2.0,0.0,0.3333333333333333,0.0,1.0,0.07692130181611197,0.7142551033527134,15/09/20,32.0
1103,1104,英超,15/11/21,0,2,南安普顿,0,1,斯托克城,0,0,0,1,-0.75,2.25,10.0,2,7,3,3,1,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,1.0,0.0,1.0,0.3999880003599892,0.24999062535154928,15/09/26,36.666666666666664
1080,1081,英超,15/12/05,0,1,南安普顿,1,1,阿斯顿维拉,2,0,0,1,-1.25,2.5,10.0,5,10,1,4,1,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,1.0,0.14285102067054267,0.428553062011628,15/10/17,32.0
1063,1064,英超,15/12/19,0,1,南安普顿,0,2,托特纳姆热刺,1,0,0,2,0.0,2.25,10.5,2,4,3,7,1,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.0,0.19998800071995684,0.0,15/11/02,29.666666666666668
1045,1046,英超,15/12/27,0,1,南安普顿,4,0,阿森纳,0,0,1,0,0.25,2.5,10.5,0,3,4,4,1,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,0.0,1.0,-0.5999640021598704,0.14285102067054267,15/11/21,22.0
1021,1022,英超,16/01/14,0,1,南安普顿,2,0,沃特福德,2,0,1,0,-0.5,2.25,10.5,3,8,1,1,1,1.6666666666666667,1.0,1.0,0.0,1.0,0.0,1.0,0.24999062535154928,0.0,15/12/05,28.0
981,982,英超,16/02/07,1,1,南安普顿,1,0,西汉姆,2,0,1,0,-0.75,2.5,10.5,3,4,3,5,1,2.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.4999812507030987,0.0,15/12/19,38.666666666666664
965,966,英超,16/02/27,0,3,南安普顿,1,2,切尔西,1,0,1,0,0.25,2.25,10.5,6,7,5,8,1,2.3333333333333335,0.0,1.0,0.3333333333333333,1.3333333333333333,0.0,1.0,0.9999571446937987,-0.14285102067054267,15/12/27,42.0
944,945,英超,16/03/05,1,2,南安普顿,1,1,桑德兰,1,0,0,0,-0.75,2.5,10.5,5,12,2,2,1,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.0,1.0,0.3333166674999583,0.0,16/01/14,28.333333333333332
928,929,英超,16/03/20,0,1,南安普顿,3,2,利物浦,3,0,0,2,0.0,2.25,10.5,2,3,4,5,1,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,0.0,1.0,0.0,0.19999400017999464,16/02/07,26.333333333333332
913,914,英超,16/04/09,0,0,南安普顿,3,1,纽卡斯尔,0,0,2,0,-1.0,2.5,10.5,6,11,0,2,1,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,0.0,1.0,0.0,0.09090661163786438,16/02/27,32.333333333333336
874,875,英超,16/05/01,0,2,南安普顿,4,2,曼城,1,0,2,1,-0.25,2.25,10.5,5,8,2,2,1,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,1.0,0.2727198349135933,-0.14285102067054267,16/03/05,40.333333333333336
850,851,英超,16/05/15,0,1,南安普顿,4,1,水晶宫,2,0,1,0,-2.0,3.0,11.0,0,2,2,5,1,3.3333333333333335,1.6666666666666667,1.0,0.0,1.3333333333333333,0.0,1.0,0.33332666679999734,-0.14285102067054267,16/03/20,35.333333333333336
844,845,英超,16/08/13,0,1,南安普顿,1,1,沃特福德,2,1,0,1,-0.75,2.25,10.5,1,6,0,2,1,3.6666666666666665,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.4666573335199962,0.0,16/04/09,106.66666666666667
824,825,英超,16/08/27,0,2,南安普顿,1,1,桑德兰,2,0,0,0,-1.25,2.75,10.0,1,5,3,5,1,3.0,1.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,1.0,0.38460650908055977,-0.11110740753086013,16/05/01,78.66666666666667
801,802,英超,16/09/18,0,1,南安普顿,1,0,斯旺西,1,0,0,0,-0.75,2.5,10.0,3,7,0,1,1,2.0,1.0,1.3333333333333333,0.0,2.0,0.3333333333333333,1.0,0.3333222225925802,-0.19999400017999464,16/05/15,61.333333333333336
770,771,英超,16/10/16,0,1,南安普顿,3,1,伯恩利,2,0,0,0,-1.5,2.5,10.5,4,8,0,4,1,1.0,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,1.0,0.19998800071995684,-0.11110740753086013,16/08/13,47.333333333333336
750,751,英超,16/10/31,0,0,南安普顿,0,2,切尔西,0,0,0,1,0.25,2.5,10.5,6,7,1,3,1,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,0.0,1.0,0.428553062011628,-0.11110740753086013,16/08/27,41.0
732,733,英超,16/11/19,0,1,南安普顿,0,0,利物浦,1,0,0,0,0.25,2.5,10.0,1,1,2,8,1,1.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.14285102067054267,-0.19998800071995684,16/09/18,38.333333333333336
720,721,英超,16/11/28,0,0,南安普顿,1,0,埃弗顿,1,0,1,0,-0.25,2.25,10.5,2,5,1,2,1,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,-0.19998800071995684,16/10/16,26.666666666666668
701,702,英超,16/12/11,0,4,南安普顿,1,0,米德尔斯堡,3,0,0,0,-1.0,2.0,10.0,1,4,2,2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,-0.33330000333300003,-0.33330000333300003,16/10/31,25.333333333333332
669,670,英超,16/12/29,1,1,南安普顿,1,4,托特纳姆热刺,4,0,1,1,0.0,2.25,10.0,1,2,6,10,1,0.6666666666666666,0.0,1.6666666666666667,0.0,1.6666666666666667,0.0,1.0,0.9998500224966255,0.0,16/11/19,29.666666666666668
666,667,英超,16/12/31,1,2,南安普顿,1,2,西布朗维奇,3,0,1,1,-0.75,2.25,10.0,3,8,2,3,1,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.0,1.0,-0.14285102067054267,-0.23076390544833578,16/11/28,18.333333333333332
631,632,英超,17/01/22,0,0,南安普顿,3,0,莱斯特,1,0,2,0,-0.75,2.25,10.5,5,7,1,2,1,1.0,2.0,2.3333333333333335,0.6666666666666666,3.3333333333333335,0.0,1.0,-0.3333222225925802,-0.17646747410339816,16/12/11,29.333333333333332
614,615,英超,17/02/04,0,0,南安普顿,1,3,西汉姆,2,0,1,2,-0.75,2.5,10.5,0,3,2,2,1,1.6666666666666667,2.0,1.0,0.6666666666666666,2.6666666666666665,0.0,1.0,-0.09090661163786438,-0.45453305818932205,16/12/29,28.333333333333332
558,559,英超,17/04/02,0,1,南安普顿,0,0,伯恩茅斯,0,0,0,0,-1.0,2.75,10.0,5,6,3,3,1,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.0,1.0,0.0,-0.4999812507030987,16/12/31,73.0
549,550,英超,17/04/06,0,2,南安普顿,3,1,水晶宫,1,0,1,1,-0.5,2.25,10.5,5,11,4,11,1,1.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.14285102067054267,-0.49996250281228916,17/01/22,46.333333333333336
529,530,英超,17/04/16,0,3,南安普顿,0,3,曼城,0,0,0,0,0.75,3.0,10.5,1,4,6,8,1,1.3333333333333333,1.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17/02/04,31.666666666666668
514,515,英超,17/04/29,0,0,南安普顿,0,0,赫尔,3,0,0,0,-1.0,2.75,11.5,1,6,3,6,1,1.0,1.3333333333333333,2.0,0.0,0.3333333333333333,0.0,1.0,-0.14285102067054267,0.7142551033527134,17/04/02,21.0
494,495,英超,17/05/11,0,1,南安普顿,0,2,阿森纳,2,0,0,0,0.25,3.0,10.0,4,5,2,5,1,1.0,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.0,1.0,-0.14285102067054267,0.11110740753086013,17/04/06,24.0
480,481,英超,17/05/18,0,2,南安普顿,0,0,曼联,1,0,0,0,-0.25,2.25,9.5,3,7,3,3,1,0.0,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,0.0,1.0,-0.999940003599784,-0.11110740753086013,17/04/16,19.333333333333332
476,477,英超,17/05/21,0,2,南安普顿,0,1,斯托克城,4,0,0,0,-1.0,2.75,10.5,1,4,5,10,1,0.0,0.6666666666666666,1.0,0.0,2.0,0.0,1.0,-0.9998500224966255,-0.3333222225925802,17/04/29,11.666666666666666
463,464,英超,17/08/12,0,2,南安普顿,0,0,斯旺西,1,0,0,0,-1.0,2.5,10.0,5,13,0,0,1,0.0,1.0,1.6666666666666667,0.0,2.3333333333333335,0.0,1.0,-0.9999000099990001,-0.16666250010416409,17/05/11,87.33333333333333
457,458,英超,17/08/19,0,1,南安普顿,3,2,西汉姆,1,1,2,1,-0.75,2.5,10.5,2,7,1,2,1,0.0,0.3333333333333333,2.0,0.0,2.0,0.0,1.0,-0.9997000899730081,0.0,17/05/18,63.333333333333336
435,436,英超,17/09/09,0,0,南安普顿,0,2,沃特福德,0,0,0,1,-0.75,2.5,10.0,1,7,3,4,1,1.0,1.0,1.6666666666666667,0.0,2.0,0.3333333333333333,1.0,0.0,-0.09090661163786438,17/05/21,53.333333333333336
416,417,英超,17/09/23,0,1,南安普顿,0,1,曼联,4,0,0,1,0.5,2.25,10.0,2,8,4,4,1,1.0,1.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,-0.14285102067054267,0.19998800071995684,17/08/12,30.333333333333332
390,391,英超,17/10/15,0,1,南安普顿,2,2,纽卡斯尔,2,0,0,1,-0.5,2.25,10.5,2,3,3,8,1,1.0,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,0.3333333333333333,1.0,-0.24999062535154928,-0.428553062011628,17/08/19,38.333333333333336
381,382,英超,17/10/22,0,0,南安普顿,1,0,西布朗维奇,1,0,0,0,-0.5,2.0,10.0,7,8,1,3,1,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,2.0,0.0,1.0,-0.428553062011628,-0.4999812507030987,17/09/09,26.333333333333332
